@relation compact_wind_offshore

@attribute date numeric
@attribute hour numeric
@attribute dayiness numeric
@attribute mean_TU_0 numeric
@attribute mean_TU_1 numeric
@attribute mean_N_0 numeric
@attribute mean_RR_0 numeric
@attribute mean_RR_1 numeric
@attribute mean_SD_0 numeric
@attribute mean_VV_0 numeric
@attribute mean_FF_0 numeric
@attribute mean_FF_1 numeric
@attribute wind_offshore numeric

@data
20220101,0,-1,9.8,89.608974,7.290323,0.032903,0.56129,0,23604.774194,5.011039,251.168831,5975.5
20220101,1,-0.97,9.7,90.134615,7.387097,0.031613,0.529032,0,22951.806452,4.851299,251.558442,5775.25
20220101,2,-0.87,9.679487,90.128205,7.477419,0.030968,0.419355,0,24270.516129,4.661688,246.298701,5548
20220101,3,-0.71,9.561538,90.205128,7.541935,0.029677,0.329032,0,25656.967742,4.562987,247.207792,5382.75
20220101,4,-0.5,9.475641,89.961538,7.316129,0.007097,0.232258,0,26696.903226,4.366234,243.896104,5586.5
20220101,5,-0.26,9.34359,89.948718,7.335484,0.007742,0.206452,0,25574.645161,4.234416,241.103896,4531.25
20220101,6,-0,9.255769,90.025641,7.135484,0.010968,0.167742,0,25871.677419,4.128571,236.428571,4514.75
20220101,7,0.26,9.10641,90.198718,7.148387,0.023077,0.096154,0,25342.580645,4.037013,239.025974,4850
20220101,8,0.5,9.115385,89.865385,7.032258,0.015385,0.108974,1.467949,26059.419355,3.883117,234.87013,4172
20220101,9,0.71,9.572436,88.038462,7.006452,0.010897,0.083333,7.448718,28265.483871,3.664935,234.935065,4214
20220101,10,0.87,10.228846,85.467949,6.787097,0.011538,0.089744,10.032051,30810.193548,3.675974,232.727273,4051
20220101,11,0.97,10.719872,83.602564,6.883871,0.010897,0.083333,11.570513,33078.322581,3.695455,235.649351,4265
20220101,12,1,11.094231,81.916667,6.941935,0.007051,0.108974,12.980769,35337.741935,3.645455,233.181818,4995
20220101,13,0.97,11.323718,81.115385,7.154839,0.019231,0.083333,14.967949,36954.774194,3.49026,229.155844,5527.5
20220101,14,0.87,11.266026,81.301282,7.367742,0.007051,0.096154,15.833333,37162.903226,3.226623,222.077922,5889.25
20220101,15,0.71,10.766026,83.435897,7.374194,0.002564,0.102564,13.121795,36051.419355,2.981818,208.181818,6038.25
20220101,16,0.5,9.959615,86.320513,7.503226,0.005769,0.089744,2.775641,34797.290323,2.782468,196.558442,6106.5
20220101,17,0.26,9.370513,88.121795,7.496774,0.012179,0.083333,0,32371.741935,2.743506,201.038961,6080
20220101,18,0,8.964744,88.833333,7.245161,0.032051,0.096154,0,30792.516129,2.891558,183.051948,6048.5
20220101,19,-0.26,8.764744,88.987179,7.154839,0.026282,0.089744,0,30338.83871,3.027273,181.948052,6086
20220101,20,-0.5,8.483974,89.160256,6.76129,0.010897,0.096154,0,30640.322581,3.111688,183.636364,6232.5
20220101,21,-0.71,8.245513,89.352564,6.690323,0.007051,0.083333,0,30356.903226,3.201948,179.74026,6473.25
20220101,22,-0.87,7.95,89.365385,6.96129,0.005128,0.102564,0,30484.387097,3.272727,185.38961,6743.25
20220101,23,-0.97,7.678846,89.641026,7.045161,0.011538,0.102564,0,30298,3.348701,184.480519,6932.75
20220102,0,-1,7.480128,89.74359,7.387097,0.007051,0.096154,0,31534.83871,3.425325,189.350649,6943.5
20220102,1,-0.97,7.3,89.769231,7.36129,0.046795,0.096154,0,31223.870968,3.477273,187.857143,6835
20220102,2,-0.87,7.05,89.99359,7.148387,0.082051,0.134615,0,30338.064516,3.480519,195.779221,6783.75
20220102,3,-0.71,6.979487,89.666667,7.064516,0.096795,0.179487,0,30110.83871,3.571429,192.857143,6274.25
20220102,4,-0.5,7.001923,89.519231,7.032258,0.140385,0.25,0,30716.322581,3.594156,194.415584,6037.25
20220102,5,-0.26,6.958974,89.666667,7.103226,0.170513,0.275641,0,29158.774194,3.612338,197.792208,6314
20220102,6,-0,7.026923,89.423077,7.23871,0.135256,0.307692,0,30583.290323,3.705195,197.207792,6000.5
20220102,7,0.26,7.158974,88.775641,7.567742,0.135897,0.378205,0,30020.064516,3.772078,196.753247,5377
20220102,8,0.5,7.35,88.070513,7.580645,0.158974,0.429487,2.467949,30431.290323,3.869481,195.454545,5620.75
20220102,9,0.71,7.915385,86.487179,7.541935,0.217308,0.455128,5.352564,33038.580645,4.055844,198.181818,5098.5
20220102,10,0.87,8.653846,84.153846,7.43871,0.183974,0.519231,7.788462,35976.129032,4.265584,196.948052,5430.5
20220102,11,0.97,9.250641,82.025641,7.554839,0.162179,0.525641,7.179487,38635.354839,4.50974,199.480519,6116.25
20220102,12,1,9.766026,79.910256,7.4,0.137821,0.480769,7.230769,41018.258065,4.915584,202.727273,6329
20220102,13,0.97,10.080769,78.141026,7.387097,0.103205,0.5,7.410256,44084.516129,5.291558,207.662338,5981.25
20220102,14,0.87,10.247436,76.820513,6.980645,0.132692,0.429487,10.884615,46606.193548,5.725325,215.649351,5680.5
20220102,15,0.71,10.150641,76.474359,6.967742,0.107051,0.378205,7.846154,47327.354839,6.184416,220.519481,5827.5
20220102,16,0.5,9.810897,76.820513,7.051613,0.108974,0.25641,0.153846,48704.516129,6.386364,226.233766,6303
20220102,17,0.26,9.690385,76.666667,6.96129,0.103846,0.147436,0,49618.774194,6.342208,228.831169,6361.25
20220102,18,0,9.471154,77.435897,7.090323,0.100641,0.134615,0,49591.806452,6.277273,232.272727,6539.25
20220102,19,-0.26,9.180128,78.442308,6.832258,0.10641,0.173077,0,48224.709677,6.233766,233.506494,6732.75
20220102,20,-0.5,9.073718,79.083333,6.980519,0.083974,0.230769,0,48338.387097,6.058442,230.974026,6952.75
20220102,21,-0.71,9.114744,79.570513,7.266234,0.201282,0.25641,0,46330.322581,6.187662,235.844156,6680.5
20220102,22,-0.87,9.069872,79.961538,7.441558,0.235897,0.282051,0,44561.290323,6.353247,234.090909,6037
20220102,23,-0.97,8.985256,80.455128,7.428571,0.310968,0.354839,0,45461.096774,6.447403,237.142857,5969
20220103,0,-1,8.78141,81.237179,7.525974,0.455484,0.496774,0,43981.612903,6.42013,240.12987,6254
20220103,1,-0.97,8.541667,82.403846,7.480519,0.492903,0.516129,0,41883.483871,6.611688,240.714286,6047.75
20220103,2,-0.87,8.312821,82.980769,7.266234,0.534194,0.587097,0,40031.096774,6.738961,242.207792,5705
20220103,3,-0.71,8.162179,83.166667,7.149351,0.406452,0.548387,0,42733.806452,6.793506,245.714286,5713.5
20220103,4,-0.5,8.071154,83.108974,7.032468,0.254839,0.516129,0,42884.387097,6.849351,248.636364,5781
20220103,5,-0.26,7.989103,82.717949,7.090909,0.210968,0.535484,0,41379.096774,6.95974,252.337662,6091.75
20220103,6,-0,7.85,83.25,6.941558,0.187097,0.548387,0,39591.225806,6.892208,251.103896,6177.25
20220103,7,0.26,7.749045,83.318471,7.00641,0.157692,0.583333,0,38522.115385,6.691613,250.709677,6058
20220103,8,0.5,7.733121,83.33758,6.775641,0.091667,0.50641,0.44586,39488.974359,6.392903,245.612903,6060.75
20220103,9,0.71,8.019108,82.33121,6.916667,0.073077,0.50641,5.649682,38594.038462,6.349359,241.987179,6024
20220103,10,0.87,8.349682,81.305732,7.096154,0.069231,0.49359,7.388535,37079.935897,6.551923,240.512821,5656.25
20220103,11,0.97,8.610191,80.248408,7,0.133974,0.461538,7.312102,36710.833333,6.739744,241.474359,5643.5
20220103,12,1,8.838217,78.55414,7.012821,0.062821,0.532051,7.840764,38425.128205,6.932692,243.076923,5631
20220103,13,0.97,8.847134,78.229299,7.166667,0.1,0.535032,5.910828,38736.538462,6.848077,241.987179,5638.25
20220103,14,0.87,8.696178,78.229299,6.660256,0.151592,0.56051,6.707006,39062.564103,6.626282,242.115385,5646.25
20220103,15,0.71,8.380892,79.318471,6.49359,0.169427,0.535032,2.566879,39704.74359,6.240385,237.564103,5651.5
20220103,16,0.5,7.997452,80.910828,6.49359,0.258974,0.49359,0,39184.871795,5.974359,235.897436,5656.5
20220103,17,0.26,7.735669,82.044586,6.557692,0.242949,0.512821,0,39011.089744,5.696154,233.589744,5601.5
20220103,18,0,7.604459,82.732484,6.474359,0.244231,0.455128,0,39328.910256,5.619872,229.230769,5447
20220103,19,-0.26,7.506369,83.382166,6.647436,0.185987,0.43949,0,39486.666667,5.489744,226.858974,5455.25
20220103,20,-0.5,7.389172,84.350318,6.692308,0.217197,0.464968,0,38584.74359,5.371795,224.679487,5157.25
20220103,21,-0.71,7.321019,85.203822,6.737179,0.256051,0.490446,0,37750.128205,5.159615,223.333333,5132.25
20220103,22,-0.87,7.222293,86.286624,6.807692,0.278981,0.496815,0,36769.679487,4.960897,223.333333,5479
20220103,23,-0.97,7.138854,87.350318,7.089744,0.323567,0.573248,0,35596.346154,4.808974,219.807692,5342
